window_time,flow_count,total_packets,packet_rate,total_bytes,byte_rate,duration_mean,duration_std,fwd_pkt_len_mean,bwd_pkt_len_mean,iat_mean,syn_ratio,rst_ratio,ack_ratio,fin_ratio,tcp_ratio,udp_ratio,risk,stage
2026-03-15 08:03:40,8.0,227.0,22.7,99136.0,9913.6,95427.8935546875,35406.18685341599,468.57275772094727,728.782112121582,4344.336074829102,0.5,0.0,1.0,0.0,0.625,0.375,0.0,0
2026-03-15 08:03:50,8.0,265.0,26.5,85015.0,8501.5,119944.0595703125,48435.84280871496,273.13296937942505,487.7829055786133,5800.706092834473,0.375,0.0,1.0,0.5,0.75,0.25,0.0,0
2026-03-15 08:04:00,9.0,218.0,21.8,108245.0,10824.5,55284.70383029514,48815.16069612314,395.8238279554579,809.1541442871094,7693.013509114583,0.2222222222222222,0.1111111111111111,1.0,0.1111111111111111,0.7777777777777778,0.2222222222222222,0.0,0
2026-03-15 08:04:10,8.0,215.0,21.5,74027.0,7402.7,139400.9365234375,60596.188329255194,274.06865549087524,678.3356609344482,9833.392169952393,0.375,0.0,1.0,0.125,0.75,0.25,0.0,0
2026-03-15 08:04:20,8.0,209.0,20.9,94462.0,9446.2,130884.59155273438,60763.710345339015,275.657675743103,711.6771659851074,8169.759909629822,0.375,0.0,1.0,0.0,0.5,0.5,0.0,0
2026-03-15 08:04:30,9.0,254.0,25.4,84571.0,8457.1,81173.77951388889,44656.317966655835,328.69109598795575,575.2581583658854,9285.04094780816,0.4444444444444444,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0
2026-03-15 08:04:40,8.0,140.0,14.0,88377.0,8837.7,86587.37805175781,48737.5045466078,202.44253873825073,656.4179525375366,7630.2333984375,0.25,0.0,1.0,0.375,0.875,0.125,0.0,0
2026-03-15 08:04:50,8.0,226.0,22.6,83458.0,8345.8,106169.02661132812,50905.04622991353,370.1771240234375,646.1368789672852,9419.451293945312,0.75,0.125,1.0,0.0,0.375,0.625,0.0,0
2026-03-15 08:05:00,9.0,259.0,25.9,113274.0,11327.4,101335.53819444444,49450.32973467338,301.3156212700738,696.8651750352648,7504.539143880208,0.0,0.1111111111111111,1.0,0.0,1.0,0.0,0.0,0
2026-03-15 08:05:10,8.0,216.0,21.6,80854.0,8085.4,99731.09497070312,60763.848316826006,314.57784366607666,756.5598373413086,9285.454772949219,0.375,0.125,1.0,0.125,0.875,0.125,0.0,0
2026-03-15 08:05:20,9.0,223.0,22.3,102132.0,10213.2,108171.67491319444,61339.47817562907,330.6236385769314,638.3934173583984,6292.429796006944,0.1111111111111111,0.1111111111111111,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0
2026-03-15 08:05:30,8.0,201.0,20.1,88683.0,8868.3,123098.6015625,39330.897075903944,270.77471685409546,711.542010307312,6266.19140625,0.625,0.25,1.0,0.25,0.625,0.375,0.0,0
2026-03-15 08:05:40,8.0,226.0,22.6,88280.0,8828.0,122516.6630859375,54510.991369450705,236.53796100616455,639.1408262252808,8334.307052612305,0.25,0.0,1.0,0.0,0.75,0.25,0.0,0
2026-03-15 08:05:50,8.0,202.0,20.2,101642.0,10164.2,116623.40307617188,53752.78396410215,349.5509452819824,647.7090511322021,7826.509582519531,0.125,0.125,1.0,0.0,0.75,0.25,0.0,0
2026-03-15 08:06:00,9.0,236.0,23.6,97127.0,9712.7,129381.39659288194,63487.75511945992,263.4419886271159,735.925757514106,6595.307915581598,0.4444444444444444,0.2222222222222222,1.0,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.0,0
2026-03-15 08:06:10,8.0,185.0,18.5,72528.0,7252.8,86814.88513183594,60449.877942199295,193.44037914276123,734.734827041626,8130.311950683594,0.625,0.25,1.0,0.25,0.875,0.125,0.0,0
2026-03-15 08:06:20,8.0,228.0,22.8,105132.0,10513.2,80056.45288085938,54117.539912794135,270.5067992210388,865.9147567749023,6325.184844970703,0.125,0.125,1.0,0.375,0.625,0.375,0.0,0
2026-03-15 08:06:30,9.0,280.0,28.0,107529.0,10752.9,121879.96657986111,44735.47429554656,308.3919219970703,637.5811979505751,7081.566623263889,0.4444444444444444,0.0,1.0,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.0,0
2026-03-15 08:06:40,8.0,131.0,13.1,111711.0,11171.1,92251.00524902344,75745.95565345832,326.42425537109375,511.66993713378906,9050.317077636719,0.125,0.0,1.0,0.25,0.5,0.5,0.0,0
2026-03-15 08:06:50,8.0,194.0,19.4,71748.0,7174.8,72277.1442565918,46954.373719081166,393.5238342285156,539.4870977401733,9417.228240966797,0.375,0.0,1.0,0.0,0.375,0.625,0.0,0
2026-03-15 08:07:00,9.0,313.0,31.3,94231.0,9423.1,87435.20313178169,62785.06223718493,297.8511979844835,677.5945536295573,7433.817925347223,0.4444444444444444,0.1111111111111111,1.0,0.3333333333333333,0.8888888888888888,0.1111111111111111,0.0,0
2026-03-15 08:07:10,8.0,248.0,24.8,74320.0,7432.0,101574.74487304688,60841.79606331963,393.5780439376831,591.7264461517334,6738.624656677246,0.25,0.0,1.0,0.25,0.75,0.25,0.0,0
2026-03-15 08:07:20,9.0,279.0,27.9,125311.0,12531.1,136118.07986111112,23992.347783283654,330.01853307088214,764.3650902642144,6277.180257161458,0.3333333333333333,0.0,1.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0
2026-03-15 08:07:30,8.0,172.0,17.2,76519.0,7651.9,124394.75439453125,58338.85193433971,423.521297454834,724.3193321228027,5506.231674194336,0.25,0.0,1.0,0.375,0.5,0.5,0.0,0
2026-03-15 08:07:40,8.0,157.0,15.7,93474.0,9347.4,71506.15447998047,56333.82009037635,214.84150886535645,553.9553880691528,8257.944152832031,0.25,0.0,1.0,0.25,0.875,0.125,0.0,0
2026-03-15 08:07:50,9.0,248.0,24.8,132294.0,13229.4,100452.12944878472,59498.29392320273,342.1241099039714,716.1910603841146,8290.345811631945,0.4444444444444444,0.0,1.0,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.0,0
2026-03-15 08:08:00,8.0,237.0,23.7,88089.0,8808.9,123275.69287109375,54320.050820743556,389.1268939971924,894.7208862304688,8537.910339355469,0.5,0.375,1.0,0.125,0.625,0.375,0.0,0
2026-03-15 08:08:10,8.0,214.0,21.4,84018.0,8401.8,125729.92504882812,52528.46561842458,265.30835819244385,774.8698959350586,9985.498207092285,0.125,0.25,1.0,0.0,0.75,0.25,0.0,0
2026-03-15 08:08:20,8.0,161.0,16.1,103445.0,10344.5,99230.3403930664,65444.72520563191,328.6476821899414,537.2419099807739,8025.285110473633,0.375,0.0,1.0,0.125,0.375,0.625,0.0,0
2026-03-15 08:08:30,9.0,280.0,28.0,97102.0,9710.2,79929.4970703125,46989.74759495957,354.74522399902344,757.0109812418619,7463.437418619792,0.5555555555555556,0.0,1.0,0.3333333333333333,0.8888888888888888,0.1111111111111111,0.0,0
2026-03-15 08:08:40,8.0,227.0,22.7,88843.0,8884.3,95379.74584960938,55561.27785583894,295.2653112411499,604.0457725524902,10094.692596435547,0.5,0.0,1.0,0.125,0.75,0.25,0.0,0
2026-03-15 08:08:50,9.0,199.0,19.9,94386.0,9438.6,103307.43153211806,56171.11408652851,400.34747314453125,525.631113688151,6545.075059678819,0.3333333333333333,0.0,1.0,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.0,0
2026-03-15 08:09:00,8.0,164.0,16.4,75955.0,7595.5,93448.5732421875,47146.46993349811,288.4907531738281,611.8734436035156,7251.890289306641,0.25,0.0,1.0,0.0,0.75,0.25,0.0,0
2026-03-15 08:09:10,8.0,193.0,19.3,89956.0,8995.6,99087.888671875,60469.24538720992,298.3201560974121,732.458568572998,6263.968444824219,0.375,0.0,1.0,0.125,0.625,0.375,0.0,0
2026-03-15 08:09:20,9.0,290.0,29.0,92349.0,9234.9,82477.03645833333,57114.75963182009,219.8738521999783,589.5039189656576,8879.558295355902,0.0,0.0,1.0,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.0,0
2026-03-15 08:09:30,8.0,224.0,22.4,101787.0,10178.7,104658.32495117188,55777.5662882049,299.2126712799072,526.0624828338623,7702.790473937988,0.5,0.0,1.0,0.125,0.75,0.25,0.0,0
2026-03-15 08:09:40,8.0,250.0,25.0,114447.0,11444.7,92868.73095703125,42233.500400654826,289.6538667678833,518.0861377716064,8344.428924560547,0.375,0.0,1.0,0.125,0.625,0.375,0.0,0
2026-03-15 08:09:50,8.0,213.0,21.3,116387.0,11638.7,117178.748046875,46944.0868175686,258.6729826927185,589.9032459259033,8941.343551635742,0.375,0.0,1.0,0.125,0.625,0.375,0.0,0
2026-03-15 08:10:00,9.0,264.0,26.4,100227.0,10022.7,84621.36241319444,51243.78954306789,365.02804395887586,828.4199523925781,6235.9697502983945,0.1111111111111111,0.0,1.0,0.2222222222222222,0.5555555555555556,0.4444444444444444,0.0,0
2026-03-15 08:10:10,8.0,238.0,23.8,98977.0,9897.7,85728.21374511719,54012.57363591321,378.07512187957764,687.7002124786377,10610.065460205078,0.375,0.0,1.0,0.25,0.625,0.375,0.0,0
2026-03-15 08:10:20,9.0,201.0,20.1,115716.0,11571.6,98127.7421875,48180.650613120975,339.9279335869683,422.71339162190753,5503.709771050348,0.3333333333333333,0.0,1.0,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.0,0
2026-03-15 08:10:30,8.0,174.0,17.4,85545.0,8554.5,79112.833984375,47652.33125573061,377.0584602355957,650.3269367218018,7733.473815917969,0.375,0.0,1.0,0.125,0.75,0.25,0.0,0
2026-03-15 08:10:40,8.0,221.0,22.1,97742.0,9774.2,114678.02563476562,55812.739559188354,258.2048878669739,638.6815395355225,9508.661315917969,0.125,0.0,1.0,0.125,0.75,0.25,0.0,0
2026-03-15 08:10:50,9.0,276.0,27.6,124127.0,12412.7,94311.70421006944,58396.20376413207,357.20684983995227,668.4368591308594,6440.2052001953125,0.4444444444444444,0.0,1.0,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.0,0
2026-03-15 08:11:00,8.0,221.0,22.1,87000.0,8700.0,83225.68942260742,56507.18014371719,388.35522174835205,672.1758031845093,10733.035125732422,0.375,0.0,1.0,0.5,0.5,0.5,0.0,0
2026-03-15 08:11:10,8.0,254.0,25.4,73117.0,7311.7,103622.46533203125,50603.84283223388,256.61683654785156,769.3010940551758,9777.60205078125,0.125,0.0,1.0,0.25,0.625,0.375,0.0,0
2026-03-15 08:11:20,8.0,227.0,22.7,82480.0,8248.0,112360.47534179688,67522.81468579324,318.12069606781006,803.3018569946289,7187.1054763793945,0.25,0.0,1.0,0.25,0.875,0.125,0.0,0
2026-03-15 08:11:30,9.0,233.0,23.3,108044.0,10804.4,92994.36458333333,60156.753742167544,322.5562964545356,514.0640055338541,7247.651177300348,0.3333333333333333,0.0,1.0,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.0,0
2026-03-15 08:11:40,8.0,250.0,25.0,79395.0,7939.5,91289.43823242188,45394.8575255231,325.92833709716797,461.74073696136475,7139.603668212891,0.25,0.0,1.0,0.375,0.75,0.25,0.0,0
2026-03-15 08:11:50,9.0,228.0,22.8,103267.0,10326.7,85999.75466579861,54721.47866614533,379.0848837958442,606.6310848659939,9166.810434977213,0.5555555555555556,0.1111111111111111,1.0,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.0,0
2026-03-15 08:12:00,8.0,191.0,19.1,128092.0,12809.2,110308.421875,58819.3082577566,245.18772268295288,764.060079574585,6717.063667297363,0.25,0.0,1.0,0.125,0.375,0.625,0.0,0
2026-03-15 08:12:10,8.0,256.0,25.6,59970.0,5997.0,110515.74334716797,65234.50841822043,417.5197925567627,639.7257461547852,7058.780479431152,0.0,0.125,1.0,0.0,0.5,0.5,0.0,0
2026-03-15 08:12:20,9.0,315.0,31.5,89229.0,8922.9,79601.18381076389,54347.40824932981,359.8591889275445,436.4645360310872,3706.337575276693,0.3333333333333333,0.0,1.0,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.0,0
2026-03-15 08:12:30,8.0,256.0,25.6,103950.0,10395.0,46964.491287231445,40934.38022224149,285.3923149108887,510.6431312561035,8361.270050048828,0.25,0.25,1.0,0.0,1.0,0.0,0.0,0
2026-03-15 08:12:40,8.0,253.0,25.3,109392.0,10939.2,79024.36340332031,47194.56205170499,190.91522932052612,492.6744575500488,5907.453754425049,0.375,0.125,1.0,0.125,0.625,0.375,0.0,0
2026-03-15 08:12:50,9.0,286.0,28.6,111205.0,11120.5,66653.97688802083,38308.05860016416,310.6714392768012,683.5561845567491,6455.080132378473,0.3333333333333333,0.1111111111111111,1.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0
2026-03-15 08:13:00,8.0,261.0,26.1,81609.0,8160.9,134283.396484375,54172.59477280322,327.70195627212524,498.05377197265625,9477.159484863281,0.125,0.25,1.0,0.25,0.5,0.5,0.0,0
2026-03-15 08:13:10,8.0,245.0,24.5,86156.0,8615.6,99035.00146484375,46164.81709624351,269.173800945282,598.7538242340088,8875.113586425781,0.25,0.125,1.0,0.125,0.375,0.625,0.0,0
2026-03-15 08:13:20,9.0,242.0,24.2,109525.0,10952.5,87076.57660590278,38302.22355235972,328.01904296875,655.0503794352213,9133.247856987848,0.2222222222222222,0.1111111111111111,1.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0
2026-03-15 08:13:30,8.0,208.0,20.8,108754.0,10875.4,88854.87866210938,58861.695161160154,392.93426036834717,593.7202644348145,9964.950073242188,0.125,0.0,1.0,0.125,1.0,0.0,0.0,0
2026-03-15 08:13:40,8.0,264.0,26.4,106199.0,10619.9,119920.45947265625,60766.127971727794,378.5280647277832,711.9537544250488,10490.551696777344,0.25,0.125,1.0,0.25,0.75,0.25,0.0,0
2026-03-15 08:13:50,9.0,247.0,24.7,118778.0,11877.8,127466.99869791667,50032.31682807628,267.77024926079645,802.2344767252604,8244.467041015625,0.3333333333333333,0.2222222222222222,1.0,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.0,0
2026-03-15 08:14:00,8.0,242.0,24.2,89912.0,8991.2,102857.63986206055,57234.331565371605,344.5275192260742,792.8490753173828,9830.277282714844,0.375,0.0,1.0,0.125,0.875,0.125,0.0,0
2026-03-15 08:14:10,8.0,248.0,24.8,93035.0,9303.5,115375.46618652344,60031.40454817377,418.3486189842224,671.5154781341553,7792.578323364258,0.5,0.0,1.0,0.125,0.875,0.125,0.0,0
2026-03-15 08:14:20,9.0,266.0,26.6,110414.0,11041.4,139421.11371527778,41342.44645881182,303.4884312947591,446.4593675401476,5750.289421929254,0.1111111111111111,0.1111111111111111,1.0,0.3333333333333333,0.7777777777777778,0.2222222222222222,0.0,0
2026-03-15 08:14:30,8.0,235.0,23.5,94283.0,9428.3,116507.15795898438,59964.92795018306,304.1078267097473,625.9319686889648,8468.183319091797,0.375,0.0,1.0,0.0,0.625,0.375,0.0,0
2026-03-15 08:14:40,8.0,244.0,24.4,99231.0,9923.1,88565.681640625,64248.13836064541,461.6487121582031,810.6918144226074,5819.375759124756,0.25,0.125,1.0,0.125,0.875,0.125,0.0,0
2026-03-15 08:14:50,9.0,272.0,27.2,101268.0,10126.8,107537.697265625,60488.39141634909,334.9120449490017,532.6960847642687,9281.547573513455,0.3333333333333333,0.1111111111111111,1.0,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.0,0
2026-03-15 08:15:00,8.0,266.0,26.6,118481.0,11848.1,77876.49658203125,23323.227722389536,316.7651672363281,756.5435905456543,6851.815216064453,0.5,0.0,1.0,0.375,0.875,0.125,0.0,0
2026-03-15 08:15:10,8.0,218.0,21.8,103145.0,10314.5,133550.96923828125,37564.81009326338,263.4543032646179,659.0788307189941,7327.4707107543945,0.625,0.0,1.0,0.125,0.625,0.375,0.0,0
2026-03-15 08:15:20,8.0,224.0,22.4,99180.0,9918.0,73792.37957763672,49875.012117604165,298.15343379974365,748.182050704956,5316.836875915527,0.125,0.0,1.0,0.25,0.625,0.375,0.0,0
2026-03-15 08:15:30,9.0,300.0,30.0,126937.0,12693.7,77770.99338107639,50532.69832674838,352.3036295572917,643.8390384250217,7490.442843967014,0.5555555555555556,0.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0
2026-03-15 08:15:40,8.0,174.0,17.4,96208.0,9620.8,117358.00671386719,48314.33036562192,367.6428050994873,656.3363418579102,6591.96325302124,0.375,0.0,1.0,0.25,1.0,0.0,0.0,0
2026-03-15 08:15:50,8.0,209.0,20.9,92014.0,9201.4,72863.71325683594,37010.52899941954,324.4638042449951,508.1269073486328,10221.010437011719,0.375,0.125,1.0,0.0,0.375,0.625,0.0,0
2026-03-15 08:16:00,9.0,230.0,23.0,88784.0,8878.4,125515.28168402778,47291.08527917057,235.5050303141276,797.1270972357856,6800.076948377821,0.3333333333333333,0.1111111111111111,1.0,0.2222222222222222,0.5555555555555556,0.4444444444444444,0.0,0
2026-03-15 08:16:10,8.0,228.0,22.8,112312.0,11231.2,98864.33935546875,54642.12795129712,269.32747888565063,517.1669549942017,7318.469564437866,0.25,0.0,1.0,0.5,0.5,0.5,0.0,0
2026-03-15 08:16:20,9.0,260.0,26.0,102960.0,10296.0,113609.86284722222,68443.43434599279,267.04516304863824,587.5773451063368,6274.429117838542,0.2222222222222222,0.0,1.0,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.0,0
2026-03-15 08:16:30,8.0,264.0,26.4,74886.0,7488.6,89565.23718261719,69431.45092710375,389.05692291259766,762.9599494934082,7696.068099975586,0.25,0.0,1.0,0.375,0.5,0.5,0.0,0
2026-03-15 08:16:40,8.0,229.0,22.9,78656.0,7865.6,126818.109375,37104.579257029945,303.94906282424927,448.8279809951782,9363.213409423828,0.25,0.0,1.0,0.0,0.5,0.5,0.0,0
2026-03-15 08:16:50,9.0,215.0,21.5,95790.0,9579.0,117615.67795138889,52611.980845858525,240.24609502156576,872.1438598632812,9116.956719292535,0.1111111111111111,0.1111111111111111,1.0,0.4444444444444444,1.0,0.0,0.0,0
2026-03-15 08:17:00,8.0,237.0,23.7,85032.0,8503.2,94626.94732666016,57615.4089904401,368.7805480957031,940.1898193359375,8527.71890258789,0.375,0.0,1.0,0.25,0.75,0.25,0.0,0
2026-03-15 08:17:10,8.0,272.0,27.2,75352.0,7535.2,106963.01593017578,65548.37966968445,327.12171268463135,606.5284690856934,6352.44064617157,0.375,0.125,1.0,0.0,0.75,0.25,0.0,0
2026-03-15 08:17:20,8.0,287.0,28.7,107754.0,10775.4,115511.19921875,43638.18766078476,393.00274085998535,630.4449234008789,10247.109497070312,0.125,0.375,1.0,0.125,1.0,0.0,0.0,0
2026-03-15 08:17:30,9.0,302.0,30.2,92923.0,9292.3,65701.3049858941,65517.57045416011,366.5597330729167,471.0439173380534,4860.2549235026045,0.1111111111111111,0.1111111111111111,1.0,0.3333333333333333,0.7777777777777778,0.2222222222222222,0.0,0
2026-03-15 08:17:40,8.0,273.0,27.3,118253.0,11825.3,89812.61462402344,50817.45402630672,284.2732057571411,754.2370319366455,4998.419036865234,0.25,0.0,1.0,0.375,0.375,0.625,0.0,0
2026-03-15 08:17:50,9.0,218.0,21.8,120962.0,12096.2,88993.37478298611,52360.03401476398,341.6151415506999,735.663830227322,5009.4498291015625,0.2222222222222222,0.1111111111111111,1.0,0.3333333333333333,0.7777777777777778,0.2222222222222222,0.0,0
2026-03-15 08:18:00,8.0,255.0,25.5,92004.0,9200.4,106473.34326171875,46685.364541608404,279.79892921447754,654.749267578125,9271.139282226562,0.125,0.125,1.0,0.25,0.625,0.375,0.0,0
2026-03-15 08:18:10,8.0,221.0,22.1,111384.0,11138.4,118559.46044921875,47983.15093998283,318.7915859222412,656.7198295593262,4283.735626220703,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0
2026-03-15 08:18:20,9.0,251.0,25.1,106222.0,10622.2,59023.15763346354,47569.26141419027,180.89631695217557,716.4938049316406,9217.502549913195,0.3333333333333333,0.0,1.0,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.0,0
2026-03-15 08:18:30,8.0,217.0,21.7,80839.0,8083.9,98585.49169921875,46027.43619956049,216.1720552444458,833.5366039276123,6379.574981689453,0.375,0.0,1.0,0.375,0.75,0.25,0.0,0
2026-03-15 08:18:40,8.0,255.0,25.5,95752.0,9575.2,105955.44262695312,50640.42717935797,313.46428871154785,755.5314836502075,9338.594089508057,0.375,0.0,1.0,0.25,0.875,0.125,0.0,0
2026-03-15 08:18:50,8.0,244.0,24.4,70917.0,7091.7,62920.01531982422,39882.34929931932,341.07628059387207,675.4346942901611,7947.450698852539,0.375,0.0,1.0,0.125,0.625,0.375,0.0,0
2026-03-15 08:19:00,9.0,242.0,24.2,121994.0,12199.4,114012.69487847222,55805.204312948386,295.5835126241048,638.3328196207682,7877.7059326171875,0.2222222222222222,0.1111111111111111,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0
2026-03-15 08:19:10,8.0,235.0,23.5,79673.0,7967.3,94069.05383300781,60240.098068433705,366.0362672805786,753.9594841003418,7483.339797973633,0.25,0.25,1.0,0.125,1.0,0.0,0.0,0
2026-03-15 08:19:20,8.0,200.0,20.0,76396.0,7639.6,121086.46166992188,53034.43356447204,321.1724491119385,563.4879932403564,8361.698120117188,0.25,0.125,1.0,0.25,0.625,0.375,0.0,0
2026-03-15 08:19:30,9.0,222.0,22.2,83965.0,8396.5,94930.48651801216,55045.25767617446,401.29808213975696,588.5618693033854,6517.199625651042,0.2222222222222222,0.0,1.0,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.0,0
2026-03-15 08:19:40,8.0,193.0,19.3,104722.0,10472.2,110525.8212890625,44649.8827288752,320.0418634414673,716.8399810791016,6247.517726898193,0.125,0.0,1.0,0.0,0.5,0.5,0.0,0
2026-03-15 08:19:50,9.0,311.0,31.1,118540.0,11854.0,112531.70789930556,44746.02136033764,279.9228049384223,750.591800265842,6260.490587022569,0.4444444444444444,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0
2026-03-15 08:20:00,8.0,195.0,19.5,105117.0,10511.7,103750.8515625,43463.95448067678,411.0083932876587,605.46790599823,6871.494674682617,0.25,0.0,1.0,0.125,0.625,0.375,0.0,0
2026-03-15 08:20:10,8.0,220.0,22.0,95942.0,9594.2,122467.1728515625,47006.05744813718,312.4985132217407,456.7856750488281,6743.805179595947,0.375,0.125,1.0,0.25,0.5,0.5,0.0,0
2026-03-15 08:20:20,9.0,253.0,25.3,105236.0,10523.6,116664.92762586806,58052.04693215495,410.41038513183594,560.8727205064562,9125.33056640625,0.0,0.1111111111111111,1.0,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.0,0
