timestamp,dst_port,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,tot_fwd_bytes,tot_bwd_bytes,fwd_pkt_len_mean,bwd_pkt_len_mean,flow_iat_mean,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,fin_flag_cnt,label,is_synthetic
2026-03-15 08:01:29.868830335,443,6,105925.75395327575,8,11,2376,7860,64.31523373123822,799.3693820353907,8495.834143185297,0,0,0,1,0,Benign,True
2026-03-15 08:01:31.076156254,53,17,5697.464249312641,13,27,2726,10917,100.88154222436118,131.69601624426258,9817.461218841343,0,0,1,1,1,Benign,True
2026-03-15 08:01:32.497149908,8080,6,53233.28124286894,20,18,3606,9497,388.51316420250214,426.8276196395245,1049.9008726178151,0,0,0,1,1,Benign,True
2026-03-15 08:01:33.634219291,22,17,189521.0222501573,15,12,2976,11741,429.63885154608937,421.5734519103923,7217.014616838012,1,0,1,1,1,Benign,True
2026-03-15 08:01:34.970338925,53,6,149544.70695568674,7,18,4645,10065,454.3293867064433,914.6937013187988,13297.602724492812,0,0,0,1,0,Benign,True
2026-03-15 08:01:36.098588124,80,6,84314.83834632998,20,14,4143,8345,134.66035406219308,356.9898419194867,13690.841373007384,0,1,0,1,0,Benign,True
2026-03-15 08:01:37.143832116,443,6,139525.57488019732,17,19,510,10659,547.106347123857,702.3552255112288,1110.9468652695286,0,0,0,1,0,Benign,True
2026-03-15 08:01:38.588412230,22,6,154892.15725502712,10,25,5829,13837,440.573697459569,1075.0081218858427,8971.352413704788,1,0,1,1,0,Benign,True
2026-03-15 08:01:39.400183751,8080,6,57997.57309815883,24,16,1252,5598,549.1094797979772,466.7433502879106,2718.034191261723,0,0,0,1,0,Benign,True
2026-03-15 08:01:40.513627243,22,6,119728.81470748865,5,24,4603,11098,242.47916071187524,343.58585697654877,14273.176315864555,0,0,1,1,0,Benign,True
2026-03-15 08:01:41.754028716,8080,6,141179.90421761497,16,29,487,14490,193.66994980722558,933.752522594697,4821.140778120866,0,0,0,1,0,Benign,True
2026-03-15 08:01:43.333415610,22,17,51901.67202388085,4,23,7269,3914,486.25937375084163,1015.6753974022172,11050.652168999064,0,0,1,1,0,Benign,True
2026-03-15 08:01:44.377126338,53,6,119933.3627553079,6,16,174,13374,294.4985677719502,985.1905934728809,902.3107706276352,0,0,0,1,1,Benign,True
2026-03-15 08:01:45.396763067,443,17,49055.246809351025,18,24,7745,7728,55.27871870776448,90.70677256601232,8345.26323869786,1,1,0,1,0,Benign,True
2026-03-15 08:01:46.800626865,443,17,104674.28277035047,8,18,777,3915,382.78408411249734,1085.6497369337294,114.23446800985991,0,0,0,1,0,Benign,True
2026-03-15 08:01:47.791387261,80,6,147837.05599963397,4,8,7113,3473,409.69845601903245,285.03190812232225,1370.9189755446275,0,1,1,1,0,Benign,True
2026-03-15 08:01:49.317792225,22,6,102247.11116068355,13,9,7841,14699,163.88397841376334,480.8226576883562,6497.626047932657,0,0,1,1,0,Benign,True
2026-03-15 08:01:50.367693765,443,6,34522.07686043222,11,26,246,1231,74.62421799088108,489.51605727827814,12172.12684992025,1,0,0,1,0,Benign,True
2026-03-15 08:01:51.528612735,443,6,43800.737480072785,16,9,3276,8041,486.1280986433162,586.4665172877432,3493.3488890153567,1,0,1,1,1,Benign,True
2026-03-15 08:01:52.680907253,443,6,42030.10279027209,20,28,5115,11017,457.5840435769248,369.58452242024845,2798.678877678853,0,0,1,1,1,Benign,True
2026-03-15 08:01:54.078169555,8080,6,135392.02987046997,2,8,4999,7287,227.84408951165818,327.81812468760893,252.65586971384383,0,0,1,1,0,Benign,True
2026-03-15 08:01:55.117087566,443,17,128462.87195043049,3,29,4610,2541,122.50737624390453,1152.0286093563582,8807.44746609034,0,0,1,1,1,Benign,True
2026-03-15 08:01:56.152589951,443,6,138160.0497900068,22,7,2453,9847,263.52715278686946,67.73102331748765,14337.365239497049,1,0,1,1,0,Benign,True
2026-03-15 08:01:57.370803541,22,6,61266.97208994415,21,29,3686,6588,113.06183067255981,541.4794203085582,4710.208066688235,0,0,0,1,0,Benign,True
2026-03-15 08:01:59.077138598,8080,17,84692.842816858,9,21,2103,11528,93.13346005613434,1031.2749947382051,10887.187286836499,0,0,1,1,0,Benign,True
2026-03-15 08:02:00.245148414,80,6,199852.3503902382,18,25,4691,13661,456.7932816967264,1035.6215783185612,14322.420434623662,0,0,1,1,0,Benign,True
2026-03-15 08:02:01.319824280,22,6,159709.52552985895,2,28,626,6377,442.0422815044297,284.3510741392067,8064.824045382401,0,0,1,1,0,Benign,True
2026-03-15 08:02:02.259521976,22,6,1643.314692267704,10,11,1056,13251,556.5065686565713,430.6062059125057,3956.9088048659264,0,0,0,1,0,Benign,True
2026-03-15 08:02:03.881505826,22,6,52487.50439904567,16,10,2526,2611,408.9504388895626,660.3592638995564,4135.860447700779,0,0,1,1,1,Benign,True
2026-03-15 08:02:04.967250542,53,17,141106.98918783796,22,23,5586,1537,232.58858946035576,66.42901269766935,14734.852632095886,0,0,1,1,0,Benign,True
2026-03-15 08:02:06.130134113,443,17,124860.30503019881,15,15,7836,11848,408.89590664938873,745.6366706165014,12247.45899414917,0,0,1,1,0,Benign,True
2026-03-15 08:02:07.169616901,443,17,40029.102254682846,6,5,4261,11941,409.2000823948362,179.78921520159727,500.65564062281743,0,0,1,1,0,Benign,True
2026-03-15 08:02:08.263344937,80,17,39755.57978809331,16,11,6169,9166,477.8893540259182,475.61692242709796,9426.967602637562,0,0,1,1,0,Benign,True
2026-03-15 08:02:09.357834577,8080,6,93355.41102441103,20,21,7899,2306,150.29461501267522,956.9016942581105,9054.173540811515,0,0,1,1,0,Benign,True
2026-03-15 08:02:11.041561437,22,6,10247.551398230791,9,14,3244,13639,438.5725684329866,118.08753498401491,13271.48500405053,1,0,0,1,0,Benign,True
2026-03-15 08:02:11.973465773,22,17,125967.4689710964,9,11,7316,10277,521.6133184147338,1106.9315518565886,413.55381881398324,0,0,1,1,0,Benign,True
2026-03-15 08:02:13.021418018,443,6,122625.64416372601,12,22,1406,10836,88.08764687460236,240.40520627166947,2077.6344941638085,1,0,1,1,0,Benign,True
2026-03-15 08:02:14.283573974,22,6,73992.5955429811,6,6,2246,2121,120.892783730793,796.6442522154863,14760.030490264886,0,0,1,1,0,Benign,True
2026-03-15 08:02:15.647531741,22,6,132108.64946895317,4,26,7428,7261,337.54003037484836,575.790035108467,1181.6122522226117,1,0,0,1,0,Benign,True
2026-03-15 08:02:16.606063669,80,17,123792.81752129449,11,10,2594,8838,526.8458058840693,1166.7492208371345,6932.898975757176,0,0,0,1,0,Benign,True
2026-03-15 08:02:18.213968570,80,6,146276.3544086121,14,11,1458,14527,280.1044258232092,375.5437281310961,6452.663346392922,0,0,0,1,0,Benign,True
2026-03-15 08:02:19.355111717,22,6,128654.95996726821,22,29,3982,646,545.0733311972344,683.3712298298188,4347.289297125121,1,0,0,1,0,Benign,True
2026-03-15 08:02:20.531677773,80,6,95608.48394808214,14,8,2657,2125,60.63831762543696,239.71708399984178,14298.903058969696,0,0,0,1,0,Benign,True
2026-03-15 08:02:21.559255823,80,17,131352.47287291868,8,17,3910,10898,542.3815126157258,998.644754162548,2844.694942484907,0,0,1,1,1,Benign,True
2026-03-15 08:02:22.876385304,8080,6,59994.04997940389,3,25,7002,8136,500.7634350749961,685.1359203132012,2273.8089747088607,0,1,0,1,0,Benign,True
2026-03-15 08:02:24.050458781,8080,6,189026.86716492046,10,6,642,7994,482.20484866983554,686.3268201277582,2015.1976936181845,0,0,0,1,0,Benign,True
2026-03-15 08:02:25.289907960,80,17,147794.62792200374,22,25,7657,13493,258.3518582803843,424.1316475300557,14997.926638297524,1,0,0,1,0,Benign,True
2026-03-15 08:02:26.150666592,443,6,3228.889532598725,14,1,7681,11274,369.92861686911465,301.0770924793539,11498.308964138594,1,0,1,1,0,Benign,True
2026-03-15 08:02:27.549484441,53,6,41615.190194083276,4,26,5701,7029,94.05322681116108,180.40819252239856,3047.2863597302266,0,0,1,1,0,Benign,True
2026-03-15 08:02:28.524968504,53,6,120075.90456056842,5,29,7442,14011,402.8179529313695,875.6620163416243,2099.6638379099277,0,0,0,1,0,Benign,True
2026-03-15 08:02:29.996394491,22,17,183311.17111495815,10,26,5910,12320,439.808807111833,235.6419991785908,820.6746503673585,0,0,0,1,0,Benign,True
2026-03-15 08:02:31.097916727,53,6,63176.23907556338,7,8,3434,1728,575.2587553697398,673.8724548517056,10994.342252193703,1,0,1,1,0,Benign,True
2026-03-15 08:02:32.186714513,8080,6,8164.178685924396,15,27,4653,14301,41.94987726338258,302.58241492732236,2784.8931882633547,1,0,0,1,1,Benign,True
2026-03-15 08:02:33.362041780,22,6,77767.66776146877,12,13,4242,793,193.76704149096787,543.9938827429779,13634.223532829072,0,0,1,1,0,Benign,True
2026-03-15 08:02:34.852586743,53,17,158187.49126385938,11,8,6777,489,130.0082081795081,84.68427753652199,14211.233364182286,1,0,0,1,1,Benign,True
2026-03-15 08:02:35.802355781,22,6,100704.44340588196,9,16,5344,7155,320.86291077594126,894.9307939106831,2904.558041255359,0,0,1,1,1,Benign,True
2026-03-15 08:02:37.455072071,80,6,124492.92483587506,2,17,1166,9127,345.30003988947334,127.67368349517285,10504.616279364254,1,0,1,1,0,Benign,True
2026-03-15 08:02:38.448636683,8080,6,12302.748476287175,2,16,2911,729,133.44782692471802,275.8342693218006,3530.1492458121106,1,0,0,1,0,Benign,True
2026-03-15 08:02:39.508121882,53,17,17882.297753411058,6,12,5601,874,226.8356207907476,1156.1478964968967,7661.818772589576,1,0,0,1,1,Benign,True
2026-03-15 08:02:40.854549294,443,6,195237.2924429366,16,14,4473,13571,337.89113533315486,122.28640723717962,1774.3111239810985,0,0,1,1,0,Benign,True
2026-03-15 08:02:41.713682322,443,17,136773.7819309771,22,27,338,4627,220.0731012565978,1033.834426720901,13411.299656667908,1,0,0,1,0,Benign,True
2026-03-15 08:02:43.475135527,22,17,7808.670889807202,22,20,5125,2164,586.9354054113969,801.1488831997692,14253.852059633462,0,0,0,1,1,Benign,True
2026-03-15 08:02:44.389382062,22,6,6096.48497151617,18,1,6559,5631,184.78126140290502,1025.5027960564526,2491.2176087507482,1,0,0,1,0,Benign,True
2026-03-15 08:02:45.769641136,8080,6,88156.75539731485,16,2,3063,9427,499.86741258682616,984.751798739775,9281.357247139653,1,0,1,1,0,Benign,True
2026-03-15 08:02:46.549637999,22,6,199631.52362223223,4,29,427,7786,361.3635332123018,1082.946816816523,14785.972116456438,1,0,0,1,1,Benign,True
2026-03-15 08:02:47.991994998,80,6,133750.68447839413,19,12,3409,4290,493.0021930508486,394.90953261218084,10303.994903244504,1,0,0,1,0,Benign,True
2026-03-15 08:02:49.194424196,53,17,28043.31492590499,24,13,2834,1017,570.7110600205895,1088.161223980671,829.1120633350629,1,0,1,1,1,Benign,True
2026-03-15 08:02:50.662695872,443,6,1014.4327920739573,4,21,4050,11839,360.6682481033897,485.1506174205813,560.7380545056089,1,0,1,1,0,Benign,True
2026-03-15 08:02:51.643036831,22,17,13223.612538914704,9,12,7828,4893,432.14358336850245,994.5520450522165,3414.4367191359524,0,0,0,1,0,Benign,True
2026-03-15 08:02:52.784093640,22,6,28906.39103515989,19,13,4475,11719,595.2323262052506,805.6396507265032,14034.511161796363,0,0,1,1,0,Benign,True
2026-03-15 08:02:53.860185397,53,6,102584.5833885453,14,29,2141,2773,563.7952693848715,517.7908873357583,7073.095199021688,0,0,1,1,1,Benign,True
2026-03-15 08:02:55.098941398,443,6,134125.11898860394,24,17,3695,7971,53.33073158834959,1011.2206109733938,7509.561760743999,0,0,0,1,0,Benign,True
2026-03-15 08:02:56.412403441,22,6,81966.66198615634,23,7,3234,3860,367.11816504780654,422.2594444950335,12470.753444357617,0,0,0,1,0,Benign,True
2026-03-15 08:02:57.563346876,22,6,85771.27698094229,16,23,4149,3083,299.2885958523446,485.2546435674912,10025.353459350705,0,0,0,1,0,Benign,True
2026-03-15 08:02:58.512967247,80,17,9534.402405781497,2,16,1904,12497,470.70255581783925,559.0799916258574,3022.193291653232,1,0,0,1,1,Benign,True
2026-03-15 08:03:00.195775154,22,6,53556.92531898632,4,27,4860,5614,406.76378303171924,559.5046015671401,5082.403562225776,0,0,0,1,0,Benign,True
2026-03-15 08:03:01.437696463,80,6,18827.503783912493,2,13,4420,7713,296.39162835629105,990.5155513930307,13671.685100741137,1,0,1,1,0,Benign,True
2026-03-15 08:03:02.184149453,53,17,171441.21143193037,20,24,2247,3085,515.2903254353338,543.9149149300617,13644.10301118191,0,0,0,1,0,Benign,True
2026-03-15 08:03:03.632421686,22,6,188442.51286743622,19,8,5470,4361,395.50346302511883,64.40482586954735,10940.600080083528,0,1,1,1,0,Benign,True
2026-03-15 08:03:04.565145444,8080,17,190548.14084844277,4,9,5519,13210,152.27030633281737,1055.9493109368157,3103.1833223029726,1,0,0,1,0,Benign,True
2026-03-15 08:03:06.103344055,53,17,76096.46666237188,21,28,3717,10458,514.1039554666884,676.2835114720847,3661.6921580552066,1,0,0,1,0,Benign,True
2026-03-15 08:03:07.068740270,80,6,49022.54878012517,18,26,7026,885,191.8365620199391,282.43686321724624,12082.152882604307,0,0,0,1,0,Benign,True
2026-03-15 08:03:08.495653580,443,6,68215.33716619165,8,28,7778,653,114.4481378334626,731.2172159789595,10550.962244520857,0,0,0,1,0,Benign,True
2026-03-15 08:03:09.736196768,443,6,91411.52357422614,24,21,5238,9384,217.83074057704087,348.4931101354012,14819.273753996384,0,0,0,1,1,Benign,True
2026-03-15 08:03:10.961188495,53,17,193447.75048122532,12,20,2981,1533,428.17918689704607,748.1276695709691,5129.4390757399815,0,0,1,1,0,Benign,True
2026-03-15 08:03:11.764644567,53,6,14437.952981974799,8,14,4858,10201,194.93187598923174,638.1924880752192,4366.758373123735,0,0,1,1,1,Benign,True
2026-03-15 08:03:13.449607107,80,6,96947.71874886878,2,8,6388,11922,150.24776479604566,336.1403885094027,12639.670091620743,1,0,0,1,0,Benign,True
2026-03-15 08:03:14.238128394,80,6,93088.12240626874,19,10,285,13637,369.70935178732213,851.4074480443101,598.0818594073753,0,0,0,1,0,Benign,True
2026-03-15 08:03:15.322447533,80,17,129819.75731283378,3,23,450,14563,571.10789851712,371.6362712682171,538.203079085275,0,0,0,1,0,Benign,True
2026-03-15 08:03:16.832911481,443,17,141373.0855686979,7,14,5323,1364,550.0337982216946,177.5782921125106,2330.369444724149,0,0,1,1,0,Benign,True
2026-03-15 08:03:17.922553370,53,6,61360.4308840476,10,11,5665,9429,569.2926897774514,815.4645925777301,14326.12261026079,0,0,1,1,0,Benign,True
2026-03-15 08:03:19.397873845,22,6,28626.97440913377,24,21,3375,6605,544.2692180433157,1177.6355957781425,13284.229124739284,0,0,0,1,0,Benign,True
2026-03-15 08:03:20.584950883,22,6,162826.78128440297,23,17,758,12714,148.51202405162965,270.88072802058855,6661.614343613326,0,0,0,1,0,Benign,True
2026-03-15 08:03:21.490283335,8080,17,124760.4044193756,5,2,2549,2255,168.15404045235005,304.8940757870648,9380.479146515168,0,0,1,1,0,Benign,True
2026-03-15 08:03:23.071739637,443,6,50555.94240301783,18,28,242,6325,200.69980450290734,1090.9318498266584,9863.815267439366,0,0,0,1,1,Benign,True
2026-03-15 08:03:23.874550702,443,6,51642.092833509196,10,13,972,4934,119.47077786454027,355.7599307332081,10397.496975585102,1,0,1,1,0,Benign,True
2026-03-15 08:03:25.209034277,22,6,17913.435274585132,11,2,3170,9627,124.01332638149742,658.441912135962,310.22051333917994,1,0,1,1,1,Benign,True
